MTV,#genre#
王栎鑫+俞灏明-热情的沙漠,http://em.21dtv.com/songs/60077341.mkv
王杰-说谎的爱人,http://vodcdn.video.taobao.com/oss/ali-video/c018ec304eb6566b56d7f0b85c77b473/video.m3u8
王浩信-猫步,http://em.21dtv.com/songs/60028634.mkv
王菲-执迷不悔,http://vodcdn.video.taobao.com/oss/ali-video/15bf7da88b44048edaabe73d6b17c00b/video.m3u8
王菲-笑忘书,http://vodcdn.video.taobao.com/oss/taobao-ugc/fb7718e75857465eb179e83c8fc45464/1491461356/video.m3u8.m3u8
王菲-如风,http://vodcdn.video.taobao.com/oss/ali-video/f176658a3f974aecd5ce3df456092835/video.m3u8
王菲-容易受伤的女人(粤语),http://vodcdn.video.taobao.com/oss/ali-video/ed5aed790e002b229c9a8870e900f985/video.m3u8
王菲-容易受伤的女人(国语),http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8
王菲-爱与痛的边缘,http://vodcdn.video.taobao.com/oss/ali-video/f5e79c70df75bdccf2714ed788764f58/video.m3u8
王彩华爱情的骗子我问你,http://vd4.bdstatic.com/mda-jm4h7v1isxwc660u/sc/mda-jm4h7v1isxwc660u.mp4
王彩华爱情的骗子我问你,http://vd4.bdstatic.com/mda-jm4h7v1isxwc660u/sc/mda-jm4h7v1isxwc660u.mp4
汪峰-小鸟,http://em.21dtv.com/songs/60049679.mkv
汪峰-怒放的生命,http://em.21dtv.com/songs/60032787.mkv
汪峰-你走你的路,http://em.21dtv.com/songs/60128161.mkv
田震-千百回期待,http://em.21dtv.com/songs/60034057.mkv
谭锡禧-每一个晚上,http://em.21dtv.com/songs/60083372.mkv
孙维良-清明上河图,http://em.21dtv.com/songs/60067333.mkv
孙维良-清明上河图(现场),http://em.21dtv.com/songs/60096245.mkv
孙维良+宁可-康定情歌,http://em.21dtv.com/songs/60067159.mkv
孙淑媚-没伴,http://em.21dtv.com/songs/60028706.mkv
孙彭飞-温柔的伤害,http://em.21dtv.com/songs/60062958.mkv
孙楠+朱婷婷+王逸洁-美丽的神话(HD),http://em.21dtv.com/songs/10012774.mkv
孙楠+王逸洁+朱婷婷-美丽的神话(最美和声)(现场版),http://em.21dtv.com/songs/60100838.mkv
孙楠+韩红-美丽的神话,http://em.21dtv.com/songs/60029223.mkv
孙楠+韩红-美丽的神话,http://em.21dtv.com/songs/60029220.mkv
孙露-鬼迷心窍,http://em.21dtv.com/songs/60115857.mkv
宋祖英+蒲巴甲+苏有朋-康定情歌,http://em.21dtv.com/songs/60076245.mkv
手心里的温柔-西海情歌-披着羊皮,https://vdse.bdstatic.com//2f53687e421524efba9ba2b528f7bd12.mp4
誓言-求佛,http://vodcdn.video.taobao.com/oss/ali-video/f4f761d970399f186ce1f9ac6d009721/video.m3u8
誓言-鬼迷心窍,http://em.21dtv.com/songs/60019403.mkv
山鹰组合-七月火把节,http://em.21dtv.com/songs/60067315.mkv
权振东-亲爱的小孩,http://em.21dtv.com/songs/60071055.mkv
裘正海-爱我的人和我爱的人,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/9Nbjzo7cialBKOcZ0fj%40%40hd.m3u8
裘正海-爱你十分泪七分,http://vodcdn.video.taobao.com/oss/ali-video/6ad63af2dc4b244d0dc773b2004374c3/video.m3u8
情歌皇后林翠萍《相见不如不见》,https://vdse.bdstatic.com//1f65ad884619a069c68572f1ac9e2b0e.mp4
披着羊皮的狼-西海情歌-冲动,https://vdse.bdstatic.com//bfbb0871ed01eb3328497faae6a8531b.mp4
潘秀琼-如果没有你,http://em.21dtv.com/songs/60036823.mkv
欧阳菲菲-热情的沙漠,http://em.21dtv.com/songs/60036266.mkv
宁可+孙维良-康定情歌,http://em.21dtv.com/songs/60083216.mkv
男人酒女人泪,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40090112&amp;response=res&amp;format=mp4&amp;type=convert_url
那英-想念,http://em.21dtv.com/songs/60049175.mkv
莫旭秋-念亲恩,http://em.21dtv.com/songs/60064667.mkv
莫旭秋-良夜不能留,http://em.21dtv.com/songs/60027173.mkv
闽南语经典老歌,https://vdse.bdstatic.com//4933aab0ea147ecb82b047c44b4ae055.mp4
蜜雪-独立,http://vodcdn.video.taobao.com/oss/taobao-ugc/05c427c97a0c4e8e853dd0b85e6beb39/1519722334/video.m3u8.m3u8
梦之旅-故乡的云,http://em.21dtv.com/songs/60075575.mkv
梅花三姐妹-流浪走天涯,http://em.21dtv.com/songs/60027690.mkv
毛宁-晚秋,http://vodcdn.video.taobao.com/oss/ali-video/95751adaad64e6ca860b18f4855cd94d/video.m3u8
毛宁-涛声依旧,http://hc.yinyuetai.com/uploads/videos/common/535B016468288EE0C714B71714E7DAB2.mp4?sc=93f27c393b73c215&amp;br=798&amp;vid=3244391&amp;aid=1924&amp;area=ML&amp;vst=2Y
毛宁-你是我的眼,http://em.21dtv.com/songs/60062759.mkv
毛宁-蓝蓝的夜蓝蓝的梦,http://vodcdn.video.taobao.com/oss/ali-video/6d5a8c2e7667e3d6138246a45571d1f7/video.m3u8
毛宁/杨钰莹-心雨,http://vodcdn.video.taobao.com/oss/ali-video/0191a1eb6017684a3641a51d32c9633a/video.m3u8
毛阿敏-没有根的花,http://em.21dtv.com/songs/60028784.mkv
慢摇舞曲-全民社会摇(DJ),http://em.21dtv.com/songs/30000601.mkv
慢摇舞曲-全民社会摇 (DJ),http://em.21dtv.com/songs/30000601.mkv
满文军-圣洁的真爱,http://em.21dtv.com/songs/60091637.mkv
满文军+文章-故乡的云,http://em.21dtv.com/songs/60019103.mkv
麦穗-年年有今日,http://em.21dtv.com/songs/60061473.mkv
麦德罗-热情的沙漠,http://em.21dtv.com/songs/60077340.mkv
吕珊-默默祝福你,http://em.21dtv.com/songs/60062732.mkv
罗中旭+纪敏佳-美丽的神话,http://em.21dtv.com/songs/60083378.mkv
罗时丰-故乡的月,http://em.21dtv.com/songs/60019100.mkv
罗敏庄+黄日华-两忘烟水里,http://em.21dtv.com/songs/60076435.mkv
罗敏庄+杜雯惠-让一切随风,http://em.21dtv.com/songs/60077335.mkv
罗桦-每一个段落,http://em.21dtv.com/songs/60064519.mkv
龙梅子-泪满天,http://vodcdn.video.taobao.com/oss/ali-video/2ea2890443421f58665a7fdf0a297265/video.m3u8
龙奔-全民社会摇,http://em.21dtv.com/songs/60129866.mkv
柳影虹-偏偏喜欢你,http://em.21dtv.com/songs/60062698.mkv
刘心-亲爱的小孩,http://em.21dtv.com/songs/60071054.mkv
刘小慧-初恋情人,http://vodcdn.video.taobao.com/oss/ali-video/fce8631e2287d0c7ac98595060ab6e4c/video.m3u8
林一峰-情义两心坚,http://em.21dtv.com/songs/60035406.mkv
林一峰-偏偏喜欢你,http://em.21dtv.com/songs/60033418.mkv
李治廷-奇迹等不到,http://em.21dtv.com/songs/60066224.mkv
李玉刚-清明上河图,http://em.21dtv.com/songs/60034888.mkv
李宇春-零点五英里,http://em.21dtv.com/songs/60027451.mkv
李翊君-诺言,http://vodcdn.video.taobao.com/oss/ali-video/b8096cd4762369bbcb4ceb52cc25a938/video.m3u8
李翊君-多情人都把灵魂给了谁,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/o1koj80kDcERprb8epC%40%40hd.m3u8
李心洁-像你,http://em.21dtv.com/songs/60049391.mkv
李炜+江映蓉-亲爱的小孩,http://em.21dtv.com/songs/60098474.mkv
李明珍酒梦,http://vd2.bdstatic.com/mda-jj3v23hef65nhip3/mda-jj3v23hef65nhip3.mp4
李谷一-我爱你中国,http://em.21dtv.com/songs/60044658.mkv
李干慧-故乡的月,http://em.21dtv.com/songs/60019099.mkv
李登威-你欠扁(无原唱),http://em.21dtv.com/songs/60031948.mkv
黎瑞恩-为情为爱,http://vodcdn.video.taobao.com/oss/ali-video/73348f95d4cee3fcc96a63c30deed357/video.m3u8
冷漠-真不是闹着玩,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_22836669&amp;response=res&amp;format=mp4&amp;type=convert_url
冷漠-再爱也没有用,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_5834217&amp;response=res&amp;format=mp4&amp;type=convert_url
冷漠-我是否也在你心中,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_4378249&amp;response=res&amp;format=mp4&amp;type=convert_url
冷漠-时光海湾,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_9867444&amp;response=res&amp;format=mp4&amp;type=convert_url
冷漠-谁都不要说分手,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_12975393&amp;response=res&amp;format=mp4&amp;type=convert_url
冷漠-你把爱情给了谁,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1210771&amp;response=res&amp;format=mp4&amp;type=convert_url
冷漠-古咖啡,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_3142984&amp;response=res&amp;format=mp4&amp;type=convert_url
冷漠-多情的人不该相遇,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1041689&amp;response=res&amp;format=mp4&amp;type=convert_url
